Player,Year,Position,Team,Games Played,Fantasy Points,Fantasy PPG,Targets,Receptions,Carries,TDs,Air Yards,YAC,Routes Run,Red Zone Touches,Goal Line Touches
Jason Witten (FA),2016,TE,DAL,16.0,152.3,9.5,95.0,69.0,nan,3.0,,,,22.0,
Golden Tate (FA),2019,WR,NYG,11.0,152.2,13.8,85.0,49.0,16.0,6.0,,,,9.0,
Darnell Mooney (ATL),2020,WR,CHI,16.0,152.1,9.5,98.0,61.0,20.0,4.0,,,,12.0,
Darnell Mooney (ATL),2021,WR,CHI,17.0,152.1,9.5,140.0,81.0,20.0,4.0,,,,15.0,
Tyler Higbee (LAR),2022,TE,LA,16.0,152.0,9.5,108.0,72.0,nan,3.0,,,,16.0,
Dalvin Cook (FA),2018,RB,,11.0,152.0,13.8,49.0,40.0,133.0,4.0,,,,19.0,
Jalen Tolbert (DAL),2024,WR,DAL,17.0,152.0,8.9,79.0,49.0,0.0,7.0,,,,13.0,
Taylor Gabriel (FA),2018,WR,CHI,16.0,151.9,9.5,93.0,67.0,61.0,2.0,,,,11.0,
Pat Freiermuth (PIT),2021,TE,PIT,16.0,151.7,9.5,79.0,60.0,nan,7.0,,,,21.0,
DeAndre Hopkins (BAL),2022,WR,ARI,9.0,151.7,16.9,96.0,64.0,0.0,3.0,,,,8.0,
Kyle Rudolph (FA),2018,TE,MIN,16.0,151.4,9.5,82.0,64.0,nan,4.0,,,,17.0,
DeSean Jackson (FA),2018,WR,TB,12.0,151.3,12.6,74.0,41.0,29.0,4.0,,,,6.0,
Mike Wallace (FA),2017,WR,BAL,15.0,151.2,10.1,92.0,52.0,4.0,4.0,,,,12.0,
Darius Slayton (NYG),2023,WR,NYG,17.0,151.0,8.9,79.0,50.0,0.0,4.0,,,,4.0,
Markus Wheaton (FA),2015,WR,PIT,16.0,150.9,9.4,79.0,44.0,0.0,5.0,,,,17.0,
Dalton Schultz (HOU),2023,TE,HOU,15.0,150.5,10.0,88.0,59.0,nan,5.0,,,,15.0,
Paul Richardson Jr. (FA),2017,WR,,16.0,150.3,9.4,80.0,44.0,0.0,6.0,,,,,
Peyton Barber (FA),2018,RB,,16.0,150.3,9.4,29.0,20.0,234.0,6.0,,,,42.0,
Dalton Kincaid (BUF),2023,TE,BUF,16.0,150.3,9.4,91.0,73.0,nan,2.0,,,,9.0,
Christian Kirk (HOU),2023,WR,JAX,12.0,150.3,12.5,85.0,57.0,6.0,3.0,,,,6.0,
Cole Beasley (FA),2018,WR,DAL,16.0,150.2,9.4,87.0,65.0,0.0,3.0,,,,10.0,
Hunter Henry (NE),2019,TE,LAC,12.0,150.2,12.5,76.0,55.0,nan,5.0,,,,13.0,
Jaxon Smith-Njigba (SEA),2023,WR,SEA,17.0,149.8,8.8,93.0,63.0,0.0,4.0,,,,10.0,
Jaylen Waddle (MIA),2024,WR,MIA,16.0,149.6,9.4,83.0,58.0,12.0,2.0,,,,15.0,
Darren Sproles (FA),2015,RB,,16.0,149.5,9.3,83.0,55.0,83.0,4.0,,,,16.0,
A.J. Green (FA),2018,WR,CIN,9.0,149.4,16.6,77.0,46.0,0.0,6.0,,,,15.0,
Rob Gronkowski (FA),2020,TE,TB,16.0,149.3,9.3,77.0,45.0,nan,7.0,,,,23.0,
Noah Fant (CIN),2020,TE,DEN,15.0,149.3,10.0,93.0,62.0,nan,3.0,,,,13.0,
Stefon Diggs (NE),2015,WR,MIN,13.0,149.3,11.5,84.0,52.0,13.0,4.0,,,,9.0,
Hayden Hurst (FA),2020,TE,ATL,16.0,149.1,9.3,88.0,56.0,nan,6.0,,,,16.0,
Parris Campbell (DAL),2022,WR,IND,17.0,149.1,8.8,91.0,63.0,58.0,3.0,,,,11.0,
Antonio Gates (FA),2015,TE,LAC,11.0,149.0,13.5,85.0,56.0,nan,5.0,,,,13.0,
Mohamed Sanu Sr. (FA),2016,WR,,15.0,148.8,9.9,81.0,59.0,5.0,4.0,,,,,
Saquon Barkley (PHI),2021,RB,,14.0,148.6,10.6,57.0,41.0,162.0,4.0,,,,15.0,
David Njoku (CLE),2024,TE,CLE,11.0,148.5,13.5,97.0,64.0,nan,5.0,,,,16.0,
Jerick McKinnon (FA),2016,RB,,15.0,148.4,9.9,53.0,43.0,159.0,4.0,,,,31.0,
Danny Amendola (FA),2015,WR,NE,14.0,148.3,10.6,87.0,65.0,11.0,3.0,,,,13.0,
Randall Cobb (FA),2016,WR,GB,13.0,148.3,11.4,84.0,60.0,33.0,4.0,,,,21.0,
Pat Freiermuth (PIT),2022,TE,PIT,15.0,148.2,9.9,98.0,63.0,nan,2.0,,,,13.0,
Devin Singletary (NYG),2019,RB,,12.0,147.9,12.3,41.0,29.0,151.0,4.0,,,,24.0,
Marqise Lee (FA),2017,WR,JAX,14.0,147.9,10.6,96.0,56.0,17.0,3.0,,,,9.0,
Antonio Gates (FA),2016,TE,LAC,14.0,147.8,10.6,93.0,53.0,nan,7.0,,,,23.0,
DeMario Douglas (NE),2024,WR,NE,17.0,147.7,8.7,87.0,66.0,16.0,3.0,,,,6.0,
Jeremy Langford (FA),2015,RB,,16.0,147.6,9.2,42.0,22.0,148.0,7.0,,,,27.0,
Jermaine Kearse (FA),2015,WR,SEA,16.0,147.5,9.2,68.0,49.0,0.0,5.0,,,,13.0,
Chris Thompson (FA),2016,RB,,16.0,147.5,9.2,62.0,49.0,68.0,5.0,,,,16.0,
Cole Kmet (CHI),2022,TE,CHI,17.0,147.3,8.7,69.0,50.0,nan,7.0,,,,11.0,
Trey Burton (FA),2018,TE,CHI,16.0,147.1,9.2,76.0,54.0,nan,6.0,,,,16.0,
Tyler Higbee (LAR),2021,TE,LA,15.0,147.0,9.8,85.0,61.0,nan,5.0,,,,21.0,
Jason Witten (FA),2017,TE,DAL,16.0,147.0,9.2,87.0,63.0,nan,5.0,,,,13.0,
DeAndre Hopkins (BAL),2024,WR,KC,16.0,147.0,9.2,80.0,56.0,0.0,5.0,,,,14.0,
Adrian Peterson (FA),2019,RB,,16.0,147.0,9.2,23.0,17.0,211.0,5.0,,,,26.0,
Tavon Austin (FA),2016,WR,LA,15.0,146.8,9.8,106.0,58.0,159.0,3.0,,,,14.0,
Jeremy Kerley (FA),2016,WR,SF,16.0,146.7,9.2,115.0,64.0,0.0,3.0,,,,7.0,
Devonta Freeman (FA),2021,RB,,16.0,146.6,9.2,42.0,34.0,133.0,6.0,,,,27.0,
Dalton Schultz (HOU),2020,TE,DAL,16.0,146.5,9.2,89.0,63.0,nan,4.0,,,,14.0,
Jonathan Stewart (FA),2016,RB,,13.0,146.4,11.3,21.0,8.0,218.0,9.0,,,,43.0,
Christian Kirk (HOU),2020,WR,ARI,14.0,146.4,10.5,79.0,48.0,3.0,6.0,,,,14.0,
Christian Kirk (HOU),2021,WR,ARI,17.0,146.4,10.5,103.0,77.0,3.0,6.0,,,,10.0,
Jonathan Taylor (IND),2022,RB,,12.0,146.4,12.2,40.0,28.0,192.0,4.0,,,,1.0,
Marquise Brown (KC),2019,WR,BAL,14.0,146.4,10.5,71.0,46.0,0.0,7.0,,,,16.0,
Sammy Watkins (FA),2017,WR,LA,15.0,146.3,9.8,70.0,39.0,0.0,8.0,,,,11.0,
Sony Michel (FA),2021,RB,,17.0,146.3,8.6,33.0,21.0,208.0,5.0,,,,54.0,
Alshon Jeffery (FA),2016,WR,CHI,12.0,146.1,12.2,94.0,52.0,0.0,2.0,,,,12.0,
Julio Jones (FA),2021,WR,TEN,10.0,146.1,16.2,48.0,31.0,0.0,3.0,,,,7.0,
Julio Jones (FA),2020,WR,ATL,9.0,146.1,16.2,68.0,51.0,0.0,3.0,,,,10.0,
Jamaal Williams (FA),2019,RB,,14.0,145.9,10.4,45.0,39.0,107.0,6.0,,,,8.0,
Taysom Hill (NO),2022,TE,MIA,16.0,145.8,9.1,13.0,9.0,nan,2.0,,,,16.0,
Tyler Boyd (FA),2023,WR,CIN,17.0,145.8,8.6,98.0,67.0,11.0,2.0,,,,9.0,
Javorius Allen (FA),2015,RB,,16.0,145.7,9.1,62.0,45.0,137.0,3.0,,,,32.0,
Rhamondre Stevenson (NE),2023,RB,,12.0,145.7,12.1,51.0,38.0,156.0,4.0,,,,23.0,
Brandin Cooks (NO),2022,WR,HOU,13.0,145.6,11.2,93.0,57.0,7.0,3.0,,,,10.0,
James Conner (ARI),2019,RB,,10.0,145.5,14.6,38.0,34.0,116.0,7.0,,,,19.0,
Hunter Henry (NE),2024,TE,NE,16.0,145.4,9.1,97.0,66.0,nan,2.0,,,,18.0,
Jack Doyle (FA),2016,TE,IND,16.0,145.4,9.1,75.0,59.0,nan,5.0,,,,13.0,
T.J. Hockenson (MIN),2021,TE,DET,12.0,145.3,12.1,84.0,61.0,nan,4.0,,,,12.0,
Hunter Henry (NE),2020,TE,LAC,14.0,145.3,10.4,93.0,60.0,nan,4.0,,,,14.0,
Rome Odunze (CHI),2024,WR,CHI,17.0,144.9,8.5,101.0,54.0,15.0,3.0,,,,17.0,
Dallas Goedert (PHI),2019,TE,PHI,15.0,144.7,9.6,87.0,58.0,nan,5.0,,,,12.0,
Ryan Mathews (FA),2016,RB,,13.0,144.6,11.1,14.0,13.0,155.0,9.0,,,,42.0,
Sterling Shepard (TB),2017,WR,NYG,11.0,144.5,13.1,84.0,59.0,4.0,2.0,,,,11.0,
Eric Ebron (FA),2016,TE,DET,13.0,144.2,11.1,85.0,61.0,nan,1.0,,,,7.0,
Devontae Booker (FA),2021,RB,,16.0,144.1,9.0,45.0,40.0,145.0,3.0,,,,18.0,
John Brown (FA),2018,WR,BAL,16.0,143.9,9.0,97.0,42.0,4.0,5.0,,,,6.0,
David Njoku (CLE),2018,TE,CLE,16.0,143.9,9.0,88.0,56.0,nan,4.0,,,,8.0,
Devin Singletary (NYG),2020,RB,,16.0,143.6,9.0,50.0,38.0,156.0,2.0,,,,33.0,
Jimmy Graham (FA),2020,TE,CHI,16.0,143.6,9.0,76.0,50.0,nan,8.0,,,,21.0,
Taysom Hill (NO),2023,TE,MIA,16.0,143.5,9.0,40.0,33.0,nan,2.0,,,,27.0,
Chase Edmonds (FA),2021,RB,,12.0,143.3,11.9,53.0,43.0,116.0,2.0,,,,27.0,
Tyrell Williams (FA),2019,WR,LV,14.0,143.1,10.2,64.0,42.0,0.0,6.0,,,,8.0,
Cameron Brate (FA),2017,TE,TB,16.0,143.1,8.9,77.0,48.0,nan,6.0,,,,13.0,
Devontae Booker (FA),2016,RB,,16.0,142.7,8.9,45.0,31.0,174.0,5.0,,,,35.0,
Dalton Schultz (HOU),2022,TE,DAL,15.0,142.7,9.5,89.0,57.0,nan,5.0,,,,20.0,
Jakobi Meyers (LV),2021,WR,NE,16.0,142.6,10.2,126.0,83.0,9.0,0.0,,,,19.0,
Jakobi Meyers (LV),2020,WR,NE,14.0,142.6,10.2,81.0,59.0,9.0,0.0,,,,6.0,
Royce Freeman (FA),2019,RB,,16.0,142.2,8.9,50.0,43.0,132.0,4.0,,,,32.0,
Samaje Perine (CIN),2022,RB,,16.0,142.1,8.9,51.0,38.0,95.0,6.0,,,,27.0,
David Njoku (CLE),2022,TE,CLE,14.0,142.0,10.1,80.0,58.0,nan,4.0,,,,20.0,
Eric Ebron (FA),2020,TE,PIT,15.0,141.8,9.5,91.0,56.0,nan,5.0,,,,23.0,
Jerry Jeudy (CLE),2023,WR,DEN,16.0,141.8,8.9,87.0,54.0,0.0,2.0,,,,11.0,
Sterling Shepard (TB),2019,WR,NYG,10.0,141.8,14.2,83.0,57.0,72.0,3.0,,,,13.0,
Doug Baldwin (FA),2018,WR,SEA,13.0,141.8,10.9,73.0,50.0,0.0,5.0,,,,14.0,
David Johnson (FA),2019,RB,,13.0,141.5,10.9,47.0,36.0,94.0,6.0,,,,23.0,
Mike Gesicki (CIN),2024,TE,CIN,17.0,141.5,8.3,83.0,65.0,nan,2.0,,,,10.0,
Cam Akers (NO),2022,RB,,15.0,141.3,9.4,18.0,13.0,188.0,7.0,,,,31.0,
C.J. Anderson (FA),2015,RB,,15.0,141.3,9.4,36.0,25.0,152.0,5.0,,,,36.0,
Dallas Goedert (PHI),2022,TE,PHI,12.0,141.2,11.8,69.0,55.0,nan,3.0,,,,14.0,
Damien Williams (FA),2019,RB,,11.0,141.1,12.8,37.0,30.0,111.0,7.0,,,,1.0,
Darius Slayton (NYG),2020,WR,NYG,16.0,141.0,8.8,96.0,50.0,-1.0,3.0,,,,11.0,
Darius Slayton (NYG),2021,WR,NYG,13.0,141.0,8.8,58.0,26.0,-1.0,3.0,,,,2.0,
Evan Engram (DEN),2020,TE,NYG,16.0,141.0,8.8,109.0,63.0,nan,1.0,,,,16.0,
Isaiah Crowell (FA),2018,RB,,13.0,140.7,10.8,28.0,21.0,143.0,6.0,,,,17.0,
Danny Amendola (FA),2019,WR,DET,15.0,140.6,9.4,97.0,62.0,0.0,1.0,,,,9.0,
Eddie Lacy (FA),2015,RB,,15.0,140.6,9.4,28.0,20.0,187.0,5.0,,,,24.0,
Cade Otton (TB),2024,TE,TB,14.0,140.6,10.0,87.0,59.0,nan,4.0,,,,16.0,
Ray-Ray McCloud III (ATL),2024,WR,,17.0,140.5,8.3,87.0,62.0,79.0,1.0,,,,,
Jonnu Smith (PIT),2020,TE,TEN,15.0,140.2,9.3,65.0,41.0,nan,8.0,,,,20.0,
Taylor Gabriel (FA),2016,WR,ATL,13.0,140.0,10.8,50.0,35.0,51.0,6.0,,,,7.0,
Tank Dell (HOU),2024,WR,HOU,14.0,140.0,10.0,81.0,51.0,43.0,3.0,,,,10.0,
Jason Witten (FA),2019,TE,DAL,16.0,139.9,8.7,83.0,63.0,nan,4.0,,,,12.0,
Gerald Everett (FA),2022,TE,LAC,15.0,139.5,9.3,87.0,58.0,nan,4.0,,,,19.0,
Adam Thielen (CAR),2024,WR,CAR,10.0,139.5,14.0,62.0,48.0,0.0,5.0,,,,8.0,
Kerryon Johnson (FA),2018,RB,,10.0,139.4,13.9,39.0,32.0,118.0,4.0,,,,23.0,
Sony Michel (FA),2018,RB,,13.0,139.1,10.7,11.0,7.0,209.0,6.0,,,,60.0,
Rachaad White (TB),2022,RB,,17.0,139.1,8.2,58.0,50.0,129.0,3.0,,,,20.0,
Danny Amendola (FA),2017,WR,NE,15.0,138.9,9.3,86.0,61.0,0.0,2.0,,,,19.0,
Josh Gordon (FA),2018,WR,NE,12.0,138.7,11.6,71.0,41.0,0.0,4.0,,,,8.0,
DeSean Jackson (FA),2017,WR,TB,14.0,138.6,9.9,90.0,50.0,38.0,3.0,,,,8.0,
Sammy Watkins (FA),2019,WR,KC,14.0,138.5,9.9,90.0,52.0,12.0,3.0,,,,7.0,
Rashad Jennings (FA),2016,RB,,13.0,138.4,10.6,42.0,35.0,181.0,4.0,,,,20.0,
Tyler Conklin (LAC),2021,TE,MIN,17.0,138.3,8.1,87.0,61.0,nan,3.0,,,,16.0,
Mike Davis (FA),2021,RB,,17.0,138.2,8.1,58.0,44.0,138.0,4.0,,,,26.0,
Breshad Perriman (FA),2019,WR,TB,14.0,138.1,9.9,69.0,36.0,16.0,6.0,,,,3.0,
Tyrell Williams (FA),2018,WR,,16.0,137.8,8.6,65.0,41.0,15.0,5.0,,,,,
Chris Godwin (TB),2024,WR,TB,7.0,137.8,19.7,62.0,50.0,2.0,5.0,,,,7.0,
Isaiah Crowell (FA),2015,RB,,16.0,137.8,8.6,22.0,19.0,185.0,5.0,,,,32.0,
Tyrell Williams (FA),2017,WR,DAL,16.0,137.8,8.6,69.0,43.0,0.0,4.0,,,,8.0,
T.J. Yeldon (FA),2016,RB,,15.0,137.7,9.2,68.0,50.0,130.0,2.0,,,,18.0,
Tee Higgins (CIN),2023,WR,CIN,12.0,137.6,11.5,76.0,42.0,0.0,5.0,,,,12.0,
Tyler Allgeier (ATL),2023,RB,,17.0,137.6,8.1,23.0,18.0,186.0,5.0,,,,40.0,
Chuba Hubbard (CAR),2021,RB,,16.0,137.6,8.6,37.0,25.0,172.0,6.0,,,,27.0,
Alexander Mattison (MIA),2024,RB,,14.0,137.4,9.8,48.0,36.0,132.0,5.0,,,,27.0,
Coby Fleener (FA),2016,TE,NO,16.0,137.3,8.6,81.0,50.0,nan,3.0,,,,20.0,
Marquez Valdes-Scantling (SEA),2021,WR,GB,11.0,137.3,8.6,55.0,26.0,13.0,6.0,,,,9.0,
Kyle Pitts Sr. (ATL),2023,TE,,17.0,137.3,8.1,90.0,53.0,nan,3.0,,,,,
Marquez Valdes-Scantling (SEA),2020,WR,GB,16.0,137.3,8.6,63.0,33.0,13.0,6.0,,,,9.0,
Jordy Nelson (FA),2017,WR,GB,15.0,137.2,9.1,88.0,53.0,0.0,6.0,,,,13.0,
Benjamin Watson (FA),2017,TE,BAL,16.0,137.2,8.6,79.0,61.0,nan,4.0,,,,14.0,
Christine Michael (FA),2016,RB,,15.0,137.0,9.1,29.0,22.0,148.0,8.0,,,,28.0,
Zach Pascal (NYG),2020,WR,IND,16.0,136.9,8.6,71.0,44.0,0.0,5.0,,,,16.0,
Gabe Davis (FA),2021,WR,BUF,15.0,136.9,8.6,63.0,35.0,0.0,7.0,,,,21.0,
Gabe Davis (FA),2020,WR,BUF,16.0,136.9,8.6,62.0,35.0,0.0,7.0,,,,17.0,
Zach Pascal (NYG),2021,WR,IND,16.0,136.9,8.6,69.0,38.0,0.0,5.0,,,,14.0,
Curtis Samuel (BUF),2018,WR,CAR,13.0,136.8,10.5,65.0,39.0,84.0,5.0,,,,10.0,
Nate Washington (FA),2015,WR,HOU,14.0,136.8,9.8,94.0,47.0,0.0,4.0,,,,13.0,
Mike Davis (FA),2018,RB,,15.0,136.8,9.1,42.0,34.0,112.0,5.0,,,,25.0,
Courtland Sutton (DEN),2018,WR,DEN,16.0,136.3,8.5,84.0,42.0,-1.0,4.0,,,,9.0,
Dallas Goedert (PHI),2023,TE,PHI,14.0,136.3,9.7,83.0,59.0,nan,3.0,,,,12.0,
Latavius Murray (FA),2020,RB,,15.0,136.2,9.1,26.0,23.0,146.0,5.0,,,,33.0,
Charles Clay (FA),2016,TE,BUF,15.0,136.2,9.1,87.0,57.0,nan,4.0,,,,14.0,
Mike Gesicki (CIN),2019,TE,MIA,16.0,136.0,8.5,89.0,51.0,nan,5.0,,,,11.0,
Nick Westbrook-Ikhine (MIA),2024,WR,TEN,14.0,135.7,9.7,60.0,32.0,0.0,9.0,,,,10.0,
Dawson Knox (BUF),2022,TE,BUF,15.0,135.7,9.0,65.0,48.0,nan,6.0,,,,14.0,
Mark Andrews (BAL),2023,TE,BAL,10.0,135.4,13.5,61.0,45.0,nan,6.0,,,,15.0,
Tevin Coleman (FA),2019,RB,,14.0,135.4,9.7,30.0,21.0,137.0,7.0,,,,41.0,
Jalen McMillan (TB),2024,WR,TB,13.0,135.4,10.4,58.0,37.0,43.0,8.0,,,,9.0,
Zach Pascal (NYG),2019,WR,IND,16.0,135.3,8.5,72.0,41.0,16.0,5.0,,,,13.0,
Kelvin Benjamin (FA),2017,WR,CAR,14.0,135.2,9.7,78.0,48.0,0.0,3.0,,,,11.0,
Bilal Powell (FA),2015,RB,,11.0,135.1,12.3,63.0,47.0,70.0,3.0,,,,14.0,
Cooper Kupp (SEA),2018,WR,LA,8.0,135.1,16.9,55.0,40.0,25.0,6.0,,,,13.0,
Isiah Pacheco (KC),2022,RB,,17.0,135.0,7.9,14.0,13.0,170.0,5.0,,,,39.0,
Juwan Johnson (NO),2022,TE,NO,16.0,134.8,8.4,65.0,42.0,nan,7.0,,,,1.0,
Marquise Brown (KC),2023,WR,ARI,13.0,134.7,10.4,101.0,51.0,23.0,4.0,,,,12.0,
Kenny Stills (FA),2018,WR,MIA,15.0,134.4,9.0,64.0,37.0,0.0,6.0,,,,5.0,
Willie Snead IV (FA),2018,WR,,16.0,134.4,8.4,95.0,62.0,13.0,1.0,,,,,
Jerome Ford (CLE),2024,RB,,14.0,134.0,9.6,43.0,37.0,104.0,3.0,,,,11.0,
William Fuller V (FA),2019,WR,,11.0,134.0,12.2,71.0,49.0,0.0,3.0,,,,,
C.J. Fiedorowicz (FA),2016,TE,HOU,15.0,133.9,8.9,89.0,54.0,nan,4.0,,,,14.0,
Jamison Crowder (FA),2015,WR,WAS,16.0,133.6,8.4,78.0,59.0,2.0,2.0,,,,15.0,
Rishard Matthews (FA),2015,WR,MIA,11.0,133.6,12.1,61.0,43.0,4.0,4.0,,,,1.0,
Darren Waller (MIA),2021,TE,LV,11.0,133.5,12.1,93.0,55.0,nan,2.0,,,,18.0,
James Washington (FA),2019,WR,PIT,15.0,133.5,8.9,80.0,44.0,0.0,3.0,,,,2.0,
Hunter Renfrow (CAR),2019,WR,LV,13.0,133.5,10.3,71.0,49.0,0.0,4.0,,,,13.0,
Alexander Mattison (MIA),2023,RB,,16.0,133.2,8.3,44.0,30.0,180.0,3.0,,,,35.0,
Wan'Dale Robinson (NYG),2023,WR,NYG,15.0,133.2,8.9,78.0,60.0,87.0,1.0,,,,4.0,
Greg Ward (FA),2021,WR,,10.0,133.1,8.3,11.0,7.0,-4.0,6.0,,,,6.0,
Greg Ward (FA),2020,WR,PHI,16.0,133.1,8.3,79.0,53.0,-4.0,6.0,,,,8.0,
Vance McDonald (FA),2018,TE,PIT,15.0,133.0,8.9,72.0,50.0,nan,4.0,,,,10.0,
Adam Humphries (FA),2016,WR,TB,15.0,133.0,8.9,83.0,55.0,18.0,2.0,,,,11.0,
Charcandrick West (FA),2015,RB,,15.0,132.8,8.9,34.0,20.0,160.0,5.0,,,,37.0,
Keelan Cole Sr. (FA),2017,WR,,16.0,132.8,8.3,83.0,42.0,0.0,3.0,,,,,
Jared Cook (FA),2017,TE,LV,16.0,132.8,8.3,86.0,54.0,nan,2.0,,,,9.0,
Michael Crabtree (FA),2018,WR,BAL,16.0,132.7,8.3,100.0,54.0,0.0,3.0,,,,12.0,
Robert Kelley (FA),2016,RB,,15.0,132.6,8.8,18.0,12.0,168.0,7.0,,,,36.0,
Martavis Bryant (FA),2017,WR,PIT,15.0,132.5,8.8,84.0,50.0,22.0,3.0,,,,11.0,
Richie James Jr. (FA),2022,WR,,16.0,132.5,8.3,70.0,57.0,6.0,4.0,,,,,
Matt Asiata (FA),2016,RB,,16.0,132.5,8.3,38.0,32.0,121.0,6.0,,,,39.0,
Eric Ebron (FA),2017,TE,DET,16.0,132.4,8.3,86.0,53.0,nan,4.0,,,,12.0,
Travis Benjamin (FA),2016,WR,LAC,14.0,132.4,9.5,75.0,47.0,-3.0,4.0,,,,7.0,
Jared Cook (FA),2021,TE,LAC,16.0,132.4,8.3,83.0,48.0,nan,4.0,,,,15.0,
Antonio Callaway (FA),2018,WR,CLE,16.0,132.3,8.3,79.0,43.0,7.0,5.0,,,,11.0,
Austin Ekeler (WAS),2024,RB,,12.0,132.3,11.0,41.0,35.0,77.0,4.0,,,,29.0,
Elijah Moore (BUF),2023,WR,CLE,16.0,132.1,8.3,104.0,59.0,11.0,2.0,,,,15.0,
Romeo Doubs (GB),2024,WR,GB,13.0,132.1,10.2,72.0,46.0,0.0,4.0,,,,12.0,
Leonard Fournette (FA),2020,RB,,13.0,132.0,10.2,47.0,36.0,97.0,6.0,,,,39.0,
Latavius Murray (FA),2018,RB,,16.0,131.9,8.2,26.0,22.0,140.0,6.0,,,,25.0,
Cole Beasley (FA),2015,WR,DAL,16.0,131.6,8.2,75.0,52.0,0.0,5.0,,,,18.0,
Hunter Renfrow (CAR),2020,WR,LV,16.0,131.6,8.2,77.0,56.0,0.0,2.0,,,,8.0,
Hunter Renfrow (CAR),2021,WR,LV,17.0,131.6,8.2,128.0,103.0,0.0,2.0,,,,27.0,
Tyler Conklin (LAC),2022,TE,NYJ,17.0,131.5,7.7,87.0,58.0,nan,3.0,,,,5.0,
Kyle Pitts Sr. (ATL),2024,TE,,17.0,131.2,7.7,74.0,47.0,nan,4.0,,,,,
Rob Gronkowski (FA),2018,TE,NE,13.0,131.2,10.1,72.0,47.0,nan,3.0,,,,9.0,
Steve Smith (FA),2015,WR,BAL,7.0,131.0,18.7,73.0,46.0,0.0,3.0,,,,9.0,
D'Onta Foreman (FA),2022,RB,,16.0,131.0,8.2,9.0,5.0,203.0,5.0,,,,37.0,
Donte Moncrief (FA),2018,WR,JAX,16.0,130.8,8.2,89.0,48.0,0.0,3.0,,,,6.0,
Jacob Tamme (FA),2015,TE,ATL,15.0,130.7,8.7,81.0,59.0,nan,1.0,,,,8.0,
Eric Ebron (FA),2015,TE,DET,14.0,130.7,9.3,70.0,47.0,nan,5.0,,,,8.0,
Jimmy Graham (FA),2018,TE,GB,16.0,130.6,8.2,89.0,55.0,nan,2.0,,,,9.0,
Jahan Dotson (PHI),2022,WR,WAS,12.0,130.6,10.9,61.0,35.0,-7.0,7.0,,,,10.0,
Gary Barnidge (FA),2016,TE,CLE,16.0,130.2,8.1,82.0,55.0,nan,2.0,,,,6.0,
DeVante Parker (FA),2017,WR,MIA,13.0,130.0,10.0,96.0,57.0,0.0,1.0,,,,13.0,
Hunter Henry (NE),2016,TE,LAC,15.0,129.8,8.7,53.0,36.0,nan,8.0,,,,18.0,
Kendrick Bourne (NE),2021,WR,NE,17.0,129.7,8.6,70.0,55.0,0.0,2.0,,,,11.0,
Kendrick Bourne (NE),2020,WR,SF,15.0,129.7,8.6,74.0,49.0,0.0,2.0,,,,12.0,
Tre Tucker (LV),2024,WR,LV,17.0,129.3,7.6,81.0,47.0,44.0,3.0,,,,8.0,
Tank Bigsby (JAC),2024,RB,,16.0,129.0,8.1,12.0,7.0,168.0,7.0,,,,35.0,
Chris Hogan (FA),2016,WR,NE,15.0,128.9,8.6,58.0,38.0,9.0,4.0,,,,14.0,
Josh Reynolds (NYJ),2023,WR,DET,16.0,128.8,8.1,64.0,40.0,0.0,5.0,,,,15.0,
Adam Humphries (FA),2017,WR,TB,16.0,128.7,8.0,83.0,61.0,6.0,1.0,,,,5.0,
Kyle Rudolph (FA),2015,TE,MIN,16.0,128.5,8.0,73.0,49.0,nan,5.0,,,,11.0,
Darius Slayton (NYG),2022,WR,NYG,15.0,128.4,8.6,71.0,46.0,0.0,2.0,,,,5.0,
C.J. Uzomah (FA),2021,TE,CIN,16.0,128.3,8.0,63.0,49.0,nan,5.0,,,,10.0,
Tyler Higbee (LAR),2020,TE,LA,15.0,128.2,8.5,60.0,44.0,nan,5.0,,,,7.0,
Gus Edwards (FA),2020,RB,,16.0,128.2,8.0,13.0,9.0,144.0,6.0,,,,28.0,
J.D. McKissic (FA),2021,RB,,11.0,127.9,11.6,53.0,43.0,48.0,4.0,,,,11.0,
Heath Miller (FA),2015,TE,PIT,15.0,127.7,8.5,81.0,60.0,nan,2.0,,,,15.0,
Thomas Rawls (FA),2015,RB,,13.0,127.6,9.8,11.0,9.0,147.0,5.0,,,,17.0,
Anthony Miller (BAL),2019,WR,CHI,16.0,127.5,8.0,85.0,52.0,-1.0,2.0,,,,10.0,
Christian McCaffrey (SF),2021,RB,,7.0,127.5,18.2,41.0,37.0,99.0,2.0,,,,22.0,
Danny Amendola (FA),2018,WR,MIA,15.0,127.4,8.5,79.0,59.0,-2.0,1.0,,,,2.0,
Jared Cook (FA),2020,TE,NO,15.0,127.4,8.5,60.0,37.0,nan,7.0,,,,16.0,
Antonio Gibson (NE),2023,RB,,16.0,127.4,8.0,59.0,48.0,65.0,3.0,,,,14.0,
LeSean McCoy (FA),2018,RB,,14.0,127.2,9.1,46.0,34.0,161.0,3.0,,,,24.0,
Justice Hill (BAL),2024,RB,,15.0,127.1,8.5,51.0,42.0,47.0,4.0,,,,16.0,
Jamaal Williams (FA),2020,RB,,14.0,127.1,9.1,35.0,31.0,119.0,3.0,,,,37.0,
Hunter Henry (NE),2017,TE,LAC,14.0,126.9,9.1,62.0,45.0,nan,4.0,,,,12.0,
